time,price
01.01.2020,31.270666122436523
08.01.2020,35.861331939697266
15.01.2020,36.47999954223633
22.01.2020,37.793331146240234
29.01.2020,59.137332916259766
05.02.2020,51.62533187866211
12.02.2020,57.22666549682617
19.02.2020,53.32733154296875
26.02.2020,49.70066833496094
04.03.2020,43.02199935913086
11.03.2020,28.68000030517578
18.03.2020,33.66666793823242
25.03.2020,34.93333435058594
01.04.2020,36.36333465576172
08.04.2020,47.32600021362305
15.04.2020,45.781333923339844
22.04.2020,51.27466583251953
29.04.2020,51.2140007019043
06.05.2020,53.96066665649414
13.05.2020,53.867332458496094
20.05.2020,54.591331481933594
27.05.2020,58.770668029785156
03.06.2020,62.711334228515625
10.06.2020,65.47533416748047
17.06.2020,66.78533172607422
24.06.2020,71.98733520507812
01.07.2020,92.65733337402344
08.07.2020,101.12000274658203
15.07.2020,104.55733489990234
22.07.2020,98.43267059326172
29.07.2020,99.13333129882812
05.08.2020,91.6259994506836
12.08.2020,125.80599975585938
19.08.2020,134.8893280029297
26.08.2020,158.35000610351562
02.09.2020,110.06999969482422
09.09.2020,149.9199981689453
16.09.2020,141.41000366210938
23.09.2020,139.69000244140625
30.09.2020,137.9933319091797
07.10.2020,148.88333129882812
14.10.2020,140.64666748046875
21.10.2020,141.55999755859375
28.10.2020,141.3000030517578
04.11.2020,136.7866668701172
11.11.2020,147.20333862304688
18.11.2020,185.1266632080078
25.11.2020,194.9199981689453
02.12.2020,216.6266632080078
09.12.2020,211.0833282470703
16.12.2020,213.44667053222656
23.12.2020,221.99667358398438
30.12.2020,245.0366668701172
06.01.2021,283.14666748046875
13.01.2021,281.51666259765625
20.01.2021,294.36334228515625
27.01.2021,290.92999267578125
03.02.2021,283.1533203125
10.02.2021,265.40667724609375
17.02.2021,232.94667053222656
24.02.2021,228.81333923339844
03.03.2021,224.52667236328125
10.03.2021,225.6266632080078
17.03.2021,220.72000122070312
24.03.2021,211.8733367919922
31.03.2021,230.5399932861328
07.04.2021,254.10667419433594
14.04.2021,239.663330078125
21.04.2021,234.913330078125
28.04.2021,224.53334045410156
05.05.2021,205.73333740234375
12.05.2021,192.6233367919922
19.05.2021,201.56333923339844
26.05.2021,207.96665954589844
02.06.2021,201.19667053222656
09.06.2021,199.7866668701172
16.06.2021,207.90333557128906
23.06.2021,226.9199981689453
30.06.2021,219.86000061035156
07.07.2021,222.84666442871094
14.07.2021,220.1666717529297
21.07.2021,214.92666625976562
28.07.2021,236.5800018310547
04.08.2021,236.663330078125
11.08.2021,221.90333557128906
18.08.2021,236.163330078125
25.08.2021,245.24000549316406
01.09.2021,250.97332763671875
08.09.2021,248.163330078125
15.09.2021,246.4600067138672
22.09.2021,259.1866760253906
29.09.2021,260.1966552734375
06.10.2021,268.5733337402344
13.10.2021,288.0899963378906
20.10.2021,339.4766540527344
27.10.2021,390.6666564941406
03.11.2021,341.1666564941406
10.11.2021,351.57666015625
17.11.2021,369.6766662597656
24.11.2021,381.586669921875
01.12.2021,350.5833435058594
08.12.2021,319.5033264160156
15.12.2021,312.84332275390625
22.12.2021,362.8233337402344
29.12.2021,383.1966552734375
05.01.2022,354.79998779296875
12.01.2022,343.5033264160156
19.01.2022,306.1333312988281
26.01.2022,310.4166564941406
02.02.2022,307.3333435058594
09.02.2022,307.4766540527344
16.02.2022,273.84332275390625
23.02.2022,288.1233215332031
02.03.2022,274.79998779296875
09.03.2022,267.2966613769531
16.03.2022,331.32666015625
23.03.2022,366.5233459472656
30.03.2022,363.7533264160156
06.04.2022,328.98333740234375
13.04.2022,342.7166748046875
20.04.2022,292.1400146484375
27.04.2022,303.0833435058594
04.05.2022,266.67999267578125
11.05.2022,253.8699951171875
18.05.2022,209.3866729736328
25.05.2022,252.75332641601562
01.06.2022,238.8866729736328
08.06.2022,220.88999938964844
15.06.2022,237.0366668701172
22.06.2022,232.663330078125
29.06.2022,233.06666564941406
06.07.2022,233.07000732421875
13.07.2022,245.52999877929688
20.07.2022,258.8599853515625
27.07.2022,300.586669921875
03.08.2022,283.3333435058594
10.08.2022,306.5633239746094
17.08.2022,296.4533386230469
24.08.2022,277.70001220703125
31.08.2022,274.4200134277344
07.09.2022,292.1300048828125
14.09.2022,308.7300109863281
21.09.2022,282.94000244140625
28.09.2022,249.44000244140625
05.10.2022,216.5
12.10.2022,220.19000244140625
19.10.2022,222.4199981689453
26.10.2022,227.82000732421875
02.11.2022,191.3000030517578
09.11.2022,194.4199981689453
16.11.2022,169.91000366210938
23.11.2022,180.8300018310547
30.11.2022,179.82000732421875
07.12.2022,160.9499969482422
14.12.2022,137.8000030517578
21.12.2022,109.0999984741211
28.12.2022,123.18000030517578
